id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
1992751,Bushwick House,10258336,Angelo,Brooklyn,Bushwick,40.70618,-73.91669,Entire home/apt,90,3,0,,,1,0
1994398,Spring and Summer in New York - Near Central Park,2719126,Nadia,Manhattan,Midtown,40.76663,-73.98069,Entire home/apt,345,5,19,2019-06-12,0.33,1,192
1994548,luxury bldg for the coming holiday,10280728,Uri,Manhattan,Roosevelt Island,40.77,-73.94285,Entire home/apt,150,1,0,,,1,0
1997487,Luxury Doorman 1BR  Best part of NY,374305,Pedro,Manhattan,Hell's Kitchen,40.76485,-73.98752,Entire home/apt,250,5,7,2019-06-16,0.32,1,314
1997957,Winter Fun in Brooklyn!!!,10294443,Shari,Brooklyn,Crown Heights,40.67497,-73.95879,Entire home/apt,105,4,2,2014-12-31,0.03,1,0
1998026,"Bright, serene apt in Fort Greene/Clinton Hill",10294707,Amanda,Brooklyn,Clinton Hill,40.69025,-73.96704,Entire home/apt,130,2,15,2019-04-21,0.41,1,0
2000156,Nice & cozy -  15min to Times Square-,3767367,Regina,Manhattan,Upper East Side,40.7838,-73.9482,Private room,90,3,97,2019-07-01,2.39,3,332
2000576,3BR in a classic 1925 BK Limestone,10263251,Marietta,Brooklyn,Crown Heights,40.66952,-73.94377,Entire home/apt,150,3,154,2019-06-24,2.27,1,218
2000611,Cute brick wall apt. 2BR,10304755,Michael,Brooklyn,Williamsburg,40.71002,-73.95802,Entire home/apt,150,4,42,2019-06-11,0.62,2,0
2003180,NEW YORK CITY HOME in MANHATTAN,6716330,Chris,Manhattan,Inwood,40.8639,-73.92808,Entire home/apt,225,3,127,2019-06-08,1.89,3,157
2003807,UWS MANHATTAN APT FOR SUPERBOWL WE,10317189,Edouard,Manhattan,Upper West Side,40.79321,-73.9694,Entire home/apt,1000,1,0,,,1,0
2006452,Sunny Filled Room in Williamsburg,4467316,Barbara,Brooklyn,Williamsburg,40.71044,-73.93987,Private room,80,30,4,2019-01-02,0.08,2,254
2008122,Large 1 Bedroom Apt in Park Slope,10335193,Whitney,Brooklyn,South Slope,40.66928,-73.98662,Entire home/apt,150,1,3,2014-08-01,0.04,1,0
2008190,Private: The Grey Room,8481125,Thomas,Manhattan,Upper East Side,40.76273,-73.95866,Private room,120,1,12,2016-09-22,0.19,2,206
2008227,Private Studio in Private Home,9539641,Dianne,Bronx,North Riverdale,40.90804,-73.90005,Private room,53,2,143,2019-06-30,2.13,1,263
2010624,Sunny and spacious 2 BR apartment,10346273,Yolanda,Brooklyn,Flatbush,40.63524,-73.96602,Entire home/apt,115,30,4,2016-01-15,0.07,1,47
2010787,Amazing Williamsburg/Greenpoint Apt w/ 2 Terraces!,1859395,Beto,Brooklyn,Williamsburg,40.71861,-73.94362,Shared room,175,1,7,2016-11-26,0.10,1,0
2010971,Gorgeous 1BR brownstone,4803115,Daniel,Manhattan,Harlem,40.8083,-73.9439,Entire home/apt,150,1,5,2015-08-19,0.08,1,0
2011212,West Village Charm and Quiet!,7683195,Brenton,Manhattan,SoHo,40.72778,-74.0086,Entire home/apt,162,2,18,2019-06-22,0.26,1,247
2011692,STAYING IN MANHATTAN ,2933058,Anne,Manhattan,Morningside Heights,40.80446,-73.96366,Private room,95,4,9,2018-10-13,0.13,1,0
2012104,"Spacious haven near Riverside park, subway, and CU",10352213,Nicole,Manhattan,Morningside Heights,40.81615,-73.96156,Private room,55,2,19,2018-01-08,0.79,2,0
2012368,Amazing Downtown With Rooftop,1364042,Jake,Manhattan,Chinatown,40.71695,-73.99178,Entire home/apt,117,5,221,2019-06-13,3.27,2,163
2012424,Thanksgiving in Manhattan Luxury Suite,275744,Xander,Manhattan,Midtown,40.76542,-73.98081,Entire home/apt,175,2,4,2018-11-25,0.12,1,0
2012750,"LOVELY 1 BEDROOM APT, BATH + KIT+ LIVING ROOM",10355206,Rosa,Queens,Ridgewood,40.70493,-73.90795,Entire home/apt,75,30,64,2015-11-02,0.95,1,178
2013807,Magic Manhattan with Rooftop,1364042,Jake,Manhattan,Lower East Side,40.71914,-73.99174,Entire home/apt,189,5,220,2019-06-23,3.25,2,271
2014701,Studio Apt. on Upper West Side,10363037,Molly,Manhattan,Upper West Side,40.78021,-73.9805,Entire home/apt,150,2,7,2016-10-10,0.18,1,0
2015094,Private room in Manhattan,10364678,Dany,Manhattan,Inwood,40.86888,-73.92059,Private room,45,2,36,2016-06-11,0.57,2,188
2015168,Cozy 2BD APT close to subway,10365281,Jennifer,Brooklyn,Bedford-Stuyvesant,40.68631,-73.95575,Entire home/apt,190,2,237,2019-07-06,3.70,1,266
2015586,Wonderful bright Brooklyn apt,7127362,Lydia,Brooklyn,Clinton Hill,40.6841,-73.96691,Entire home/apt,130,5,9,2016-01-06,0.13,1,0
2016579,Cozy Private room in Brooklyn,8013034,Kenny And Christine,Brooklyn,Bushwick,40.69641,-73.90994,Private room,79,1,13,2018-12-01,0.49,2,315
2017012,W Village Luxury Apt. (Super Bowl),10373126,Sirous,Manhattan,West Village,40.73967,-74.00933,Entire home/apt,850,3,0,,,1,0
2017397,☆ DESIGN Spacious ☆ 1 BR Sleeps 4 Brooklyn Museum,2496464,Monica,Brooklyn,Crown Heights,40.66687,-73.95619,Entire home/apt,150,5,68,2019-07-01,1.07,1,202
2019755,Front Studio in Loft Apartment - Steiner Studios,10383481,Bradley,Brooklyn,Clinton Hill,40.69594,-73.96715,Entire home/apt,100,2,100,2019-07-03,1.49,1,280
2019927,Beautiful Furnished 1 Bedroom apt; Wash Hts,10384087,Todd,Manhattan,Inwood,40.86317,-73.92873,Entire home/apt,115,1,78,2019-06-21,1.81,1,93
2020881,2 BR apt in East Village w private patio,10387304,Michael,Manhattan,East Village,40.73003,-73.98576,Entire home/apt,300,2,17,2019-01-02,0.55,2,169
2021742,Cozy Apt in the heart of Manhattan!,10390993,Danny,Manhattan,Midtown,40.74873,-73.98827,Entire home/apt,159,7,0,,,1,0
2022126,Midtown Manhattan Apt,10392717,Rick,Manhattan,Midtown,40.74897,-73.98265,Private room,500,5,0,,,1,0
2022728,Room in Manhattan! 15min=TimeSquare,7580038,Jack Andrew,Manhattan,Harlem,40.82475,-73.94842,Private room,39,12,26,2019-04-26,0.42,3,155
2022920,UES,8214568,Allison,Manhattan,Upper East Side,40.78081,-73.95045,Entire home/apt,250,1,0,,,1,0
2022938,Sunny Duplex on Prospect Park,4419367,Paul,Brooklyn,Windsor Terrace,40.65391,-73.97401,Entire home/apt,200,4,20,2018-12-31,0.30,1,279
2022958,Elegant 1BR @ Columbus Circle,195168,Raees,Manhattan,Hell's Kitchen,40.76709,-73.98577,Entire home/apt,250,3,16,2016-10-15,0.24,1,0
2023357,Artistic n Funky 1BD by the Park!,10398270,Andrew And Katie,Manhattan,East Harlem,40.78605,-73.95087,Entire home/apt,120,6,4,2016-04-09,0.06,1,0
2023577,Charming bedroom on the Upper West,323517,Deda,Manhattan,Upper West Side,40.80034,-73.96638,Private room,105,1,31,2019-06-22,0.46,2,365
2024991,Beautiful king-size 1-bedroom with balcony,10362054,Mary,Queens,Astoria,40.7577,-73.91981,Entire home/apt,100,3,1,2018-01-01,0.05,1,0
2025779,Charming East Village One Bedroom,212572,Joyce,Manhattan,East Village,40.72977,-73.98713,Entire home/apt,175,4,0,,,1,0
2026434,Fab Williamsburg Brooklyn Apt.,5772472,Anthony,Brooklyn,Greenpoint,40.72,-73.95433,Entire home/apt,500,5,0,,,1,0
2026869,Sunny Village Studio: Long Stays,10411521,Matt,Manhattan,East Village,40.7282,-73.9834,Entire home/apt,120,5,0,,,1,0
2028178,1BD Modern Contemporary in Williamsburg,10417106,Helene & Michael,Brooklyn,Williamsburg,40.71491,-73.94864,Private room,85,2,7,2018-05-31,0.11,1,207
2028272,Luxurious Chelsea Apt with Terrace,4363412,Yonathan,Manhattan,Chelsea,40.73985,-74.00138,Entire home/apt,320,30,24,2018-12-07,0.36,1,66
2028291,"Entire studio with backyard, Close to subway!!!",10243387,Mirlet,Queens,Astoria,40.7582,-73.92811,Entire home/apt,149,3,19,2019-07-07,0.56,2,291
2028391,"Soho Penthouse Loft, Terrace & View",10417911,Nisian,Manhattan,SoHo,40.72329,-73.9981,Entire home/apt,400,3,1,2015-07-23,0.02,1,0
2028432,Sunny Private Studio With Backyard Close 2 Subway!,10243387,Mirlet,Queens,Long Island City,40.75832,-73.92874,Private room,72,3,26,2019-03-14,0.41,2,307
2028625,"SB 2014/Winter in NYC, PH, 860 sf!!",10419406,Scott,Manhattan,Harlem,40.82486,-73.93993,Entire home/apt,300,3,0,,,1,0
2028677,1BR in HARLEM...SUNNY & SPACIOUS,9852787,Brooklyn,Manhattan,Harlem,40.81639,-73.94085,Entire home/apt,115,7,57,2019-05-25,0.89,1,125
2028925,Art Boutique 2BR Suite at JFK Airport,10162529,Jay,Queens,St. Albans,40.70039,-73.75233,Entire home/apt,325,3,82,2019-01-01,1.37,2,359
2030736,Room B,10384906,Susan,Brooklyn,Sunset Park,40.64532,-74.02063,Private room,32,1,111,2019-04-20,1.70,5,208
2031495,Big Private Sunny Room in UWS Duplex w/ Terrace,25100,Susana,Manhattan,Upper West Side,40.79675,-73.96916,Private room,100,3,11,2016-06-07,0.16,1,0
2033224,2-br Apartment in Manhattan,10437461,Igor,Manhattan,Harlem,40.81858,-73.9559,Entire home/apt,150,4,12,2018-01-01,0.20,1,0
2033846,"Boutique Hip Hotel Feel, WiFi, NetFlix, Private",667627,Marvin,Manhattan,Harlem,40.81728,-73.94583,Entire home/apt,95,4,72,2019-05-19,1.10,1,11
2033866,East Village 2 Bed 2 Floor Luxury Apartment,7846216,Rafael,Manhattan,East Village,40.72635,-73.97595,Entire home/apt,290,1,114,2018-10-07,1.71,1,157
2036105,Private room  D,10384906,Susan,Brooklyn,Dyker Heights,40.6283,-74.01608,Private room,30,1,67,2019-01-22,0.99,5,150
2037508,Bed Stuy Apartment One Bedroom,10211848,Ben,Brooklyn,Bedford-Stuyvesant,40.6839,-73.94446,Entire home/apt,75,4,1,2014-01-03,0.01,1,0
2037632,Cute East Village 1 Bedroom Apt,1415489,Angelita,Manhattan,East Village,40.72782,-73.98095,Entire home/apt,140,5,25,2019-06-13,0.37,1,13
2037951,Modern West Village Apartment,4191006,Nick,Manhattan,West Village,40.73858,-74.00875,Private room,500,365,0,,,1,0
2038278,Bright and Open Astoria Apartment,10456845,Taylor,Queens,Astoria,40.76589,-73.92864,Entire home/apt,100,1,2,2015-12-30,0.03,2,0
2041041,Your Living Room is the UES,7028387,Todd,Manhattan,Upper East Side,40.76749,-73.95533,Private room,80,24,89,2019-06-13,1.40,1,146
2041143,Perfect for Visiting Family,10468616,Sara,Brooklyn,Park Slope,40.67559,-73.98362,Entire home/apt,125,3,1,2016-08-28,0.03,1,0
2042764,Architect's home in Park Slope,3707465,Sim,Brooklyn,South Slope,40.66719,-73.98361,Entire home/apt,250,4,11,2016-09-06,0.17,1,0
2043049,Bushwick Calabrese Abode,6447895,Stella,Brooklyn,Bushwick,40.68673,-73.91024,Private room,50,2,2,2019-04-15,0.50,1,35
2043060,"Clean, spacious entire 1br in NYC!",1499286,Andrey,Manhattan,Midtown,40.76326,-73.98165,Entire home/apt,395,5,37,2019-06-09,0.55,2,350
2043329,Studio in Hell's Kitchen,10478532,Erin,Manhattan,Hell's Kitchen,40.76473,-73.98937,Entire home/apt,100,2,11,2015-05-27,0.16,1,0
2044392,The heart of Williamsburg 2 bedroom,620218,Sarah,Brooklyn,Williamsburg,40.71257,-73.96149,Entire home/apt,250,4,0,,,1,0
2044873,Bushwick Artist Loft - Awesome Room,3886532,Tom & Lily,Brooklyn,Bushwick,40.70781,-73.92184,Private room,79,1,89,2019-04-24,1.39,3,310
2045097,Charming Lower East Side Studio!,4119331,Ryan,Manhattan,Lower East Side,40.71892,-73.98383,Entire home/apt,100,7,0,,,1,0
2045727,Cozy Room in Family Home..BKLYN!!!,320284,Olabimpe,Brooklyn,Bedford-Stuyvesant,40.68671,-73.93346,Private room,52,2,203,2019-05-26,3.13,1,323
2046007,1 BR in LES. Heart of New York City,4274857,Helena,Manhattan,Lower East Side,40.72148,-73.98823,Private room,98,4,67,2019-07-02,1.09,3,102
2046225,"Large, Sunny Brooklyn Apartment",10490291,Lauren,Brooklyn,Crown Heights,40.66539,-73.95651,Entire home/apt,120,2,3,2016-08-29,0.04,1,0
2046273,Private room in Park Slope,3126588,Laszlo,Brooklyn,Sunset Park,40.66118,-73.98901,Private room,40,25,0,,,1,0
2046789,"Huge, Arty, Earthy + BEST Location!",1442412,Meredith,Manhattan,Kips Bay,40.73987,-73.98317,Entire home/apt,345,1,56,2016-06-13,0.83,1,0
2048796,Sunnyside Gardens Oasis!,763439,Joel,Queens,Sunnyside,40.74817,-73.91886,Private room,50,1,1,2017-08-12,0.04,1,0
2049322,Private room in Brooklyn Loft,9446761,Paul,Brooklyn,Williamsburg,40.70371,-73.93344,Private room,45,7,0,,,1,0
2050406,"Bright, Huge 1Bdrm in Midtown",10406601,Amaryllis,Manhattan,Midtown,40.7552,-73.9724,Entire home/apt,250,1,0,,,1,0
2050993,"Noho East Vill Lux Bldg w/Gym,Pool ",4836650,Kris,Manhattan,NoHo,40.72717,-73.9927,Entire home/apt,350,2,1,2014-09-07,0.02,1,0
2051675,Nice modern room by Prospect Park!,4684532,Noel And Patricia,Brooklyn,Flatbush,40.65398,-73.96139,Private room,57,2,199,2019-06-29,2.98,1,265
2053940,Sunny top floor apartment in Clinton Hill,4965107,Nichola,Brooklyn,Fort Greene,40.69767,-73.97137,Entire home/apt,120,2,4,2019-01-02,0.06,1,42
2054899,Sunny Apartment in West Village,800720,Seb,Manhattan,West Village,40.73187,-74.00865,Entire home/apt,1000,3,0,,,1,0
2055050,Charming studio upper east side NYC,10525320,Candace,Manhattan,Upper East Side,40.77376,-73.95343,Entire home/apt,125,5,54,2019-06-01,0.90,2,274
2055303,South Harlem 1 Bedroom Apartment,10526058,Ashley & Nate,Manhattan,Harlem,40.80163,-73.95413,Entire home/apt,145,3,58,2017-01-01,0.97,1,0
2055467,Great Location on St. Marks Place,10526877,Steven,Manhattan,East Village,40.72852,-73.98705,Entire home/apt,150,1,0,,,1,0
2055614,Lovely designer's studio,10527465,Gigi,Brooklyn,Fort Greene,40.6856,-73.97418,Private room,89,90,13,2018-10-08,0.19,1,101
2055819,"Garden Oasis, Williamsburg!        ",10528287,Mike,Brooklyn,Williamsburg,40.71589,-73.95534,Entire home/apt,164,1,200,2019-07-05,3.37,2,208
2056012,"Rancho Deluxe, Williamsburg! ",10528287,Mike,Brooklyn,Williamsburg,40.71542,-73.95652,Entire home/apt,210,1,215,2019-07-02,3.20,2,224
2056307,1 room in HUGE 2Bedroom/1.5 Bath,1584064,Adrienne,Manhattan,Harlem,40.80121,-73.95063,Private room,115,7,1,2015-09-27,0.02,2,0
2057295,Junior 1-BR in West Village,10534508,Amanda,Manhattan,West Village,40.73075,-74.00238,Entire home/apt,110,45,21,2018-01-02,0.31,1,0
2057403,Spacious Upper West side 2 bedroom apartment,10535116,Connie,Manhattan,Upper West Side,40.79053,-73.96956,Entire home/apt,199,5,8,2019-01-01,0.12,1,9
2057480,Spacious 2BR in the heart of Soho,6145679,Omar,Manhattan,SoHo,40.72577,-74.00279,Entire home/apt,272,5,4,2016-04-22,0.08,1,0
2057553,PRIVATE ROOM in Peacuful 2-Bedroom,10535719,Mike,Manhattan,East Harlem,40.79981,-73.94048,Private room,75,7,7,2018-10-15,0.12,3,328
2057595,Great location in the East Village,10535464,Steve,Manhattan,East Village,40.72829,-73.98907,Private room,69,13,42,2019-05-25,0.62,1,84
2060275,NoHa Living,10545845,Evan,Manhattan,East Harlem,40.80797,-73.93686,Private room,179,1,1,2013-12-14,0.01,1,0
2060720,Charming Jr. 1 bedroom Midtown,9563358,Chun,Manhattan,Midtown,40.75184,-73.97199,Entire home/apt,106,7,3,2019-05-24,0.09,1,4
2060768,West Village Apt steps to Path,10547610,Raj,Manhattan,West Village,40.73246,-74.00854,Entire home/apt,800,1,0,,,1,0
2061367,"Room on Upper West Side, Manhattan",10550207,Brooke,Manhattan,Upper West Side,40.77895,-73.97837,Private room,100,2,0,,,1,0
2061725,"❤️ 2 Beds Option + Private Bath, Sunshine Bushwick",4601412,Mia,Brooklyn,Bushwick,40.6922,-73.92399,Private room,60,2,226,2019-06-30,3.42,2,164
2061811,Great NYC Location for beginning of JULY,10552208,Julia,Manhattan,Upper West Side,40.77928,-73.97966,Entire home/apt,120,7,3,2016-01-05,0.04,1,0
2062630,Large 1 bedroom apartment (shared),6313448,Lexy,Bronx,Bronxdale,40.85667,-73.86543,Entire home/apt,80,1,1,2014-08-19,0.02,1,0
2063587,Beautiful Penthouse Apartment,9864136,Anthony,Manhattan,Kips Bay,40.74282,-73.9803,Private room,75,30,42,2018-12-10,0.67,26,345
2065101,Sunny Room,7455886,Emily,Queens,Astoria,40.7672,-73.90795,Private room,35,7,0,,,1,0
2065538,Sunny Place in Cool Hood,617671,Jason,Brooklyn,Crown Heights,40.67659,-73.95608,Entire home/apt,88,2,14,2018-07-13,0.21,1,16
2065985,"Woodside Queens,  New York",9757249,Kenny,Queens,Sunnyside,40.74071,-73.9191,Private room,50,1,0,,,1,0
2066165,Cozy room in NYC 5,5164854,Lilia,Manhattan,Harlem,40.82078,-73.93771,Private room,45,4,19,2019-04-10,0.31,8,42
2067166,Private Room in Upper East Side,10573163,Diana,Manhattan,Upper East Side,40.77127,-73.95033,Entire home/apt,75,3,2,2017-07-25,0.08,1,0
2067688,MIDTOWN MANHATTAN-WALKING DISTANCE TO EMPIRE STATE,10575680,David,Manhattan,Kips Bay,40.74221,-73.98121,Private room,79,2,2,2017-01-02,0.06,2,0
2068054,One  Room in Lovely Zen House,10577541,Kat,Queens,Forest Hills,40.71215,-73.85356,Private room,55,15,6,2018-04-21,0.10,1,255
2069051,Your private space in Brooklyn,10581418,Frank,Brooklyn,Williamsburg,40.71524,-73.94299,Private room,45,1,17,2019-05-12,0.55,1,354
2069059,Cozy 2BR Brooklyn retreat w/Bckyard,10581580,Carolyn,Brooklyn,South Slope,40.66551,-73.98805,Private room,85,10,0,,,1,0
2069359,New 1BR + 1BA with Private Entrance,347642,Jullien,Brooklyn,Bedford-Stuyvesant,40.67828,-73.92965,Private room,80,3,130,2019-06-10,2.00,3,220
2070290,LARGE 2 BEDROOM FOR SUPER BOWL ,10585956,Yigal,Manhattan,Hell's Kitchen,40.76874,-73.98757,Entire home/apt,599,1,0,,,1,0
2071265,GET COSY IN WILLIAMSBURG...,10590038,Rory,Brooklyn,Williamsburg,40.70491,-73.94268,Entire home/apt,110,3,3,2015-05-30,0.05,1,0
2071420,Classic Chelsea Brownstone 1 Bedroom,10590692,Wade,Manhattan,Chelsea,40.74374,-74.00044,Entire home/apt,199,2,177,2019-07-01,2.85,2,112
2071446,Inspiring spacious loft space,3608781,Katja,Brooklyn,Williamsburg,40.71955,-73.96049,Private room,94,2,129,2019-02-23,2.22,1,188
2071464,Brooklyn garden 2 bedroom,3011547,Wendy,Brooklyn,Boerum Hill,40.6863,-73.98572,Entire home/apt,400,5,34,2019-06-22,0.50,3,333
2071839,Room in a lovely 2br apartment - East Williamsburg,1939680,Silvia,Brooklyn,Williamsburg,40.70731,-73.94344,Private room,60,7,5,2018-08-05,0.14,1,3
2071873,Cozy Studio in Murray Hill,1394669,Lala,Manhattan,Murray Hill,40.75053,-73.97747,Entire home/apt,175,2,31,2019-05-26,0.46,1,33
2071941,Huge Sunny Family Friendly Loft in Greenpoint,1468317,Jessie,Brooklyn,Greenpoint,40.72323,-73.94915,Entire home/apt,200,5,0,,,1,0
2074653,Cozy East Village Bedroom,1468247,Kris,Manhattan,East Village,40.73033,-73.98742,Private room,100,5,2,2016-10-22,0.06,1,0
2074985,Summer catsit in Brooklyn!,248739,Jeremy,Brooklyn,Crown Heights,40.66806,-73.95358,Entire home/apt,50,3,9,2016-11-18,0.13,1,0
2075377,Studio Apartment centrally located!,10607256,Lisa,Manhattan,Kips Bay,40.73899,-73.98153,Entire home/apt,175,3,0,,,1,0
2075453,Sunny & Bright Bohemian 2BR XL Loft,7503643,Vida,Brooklyn,Greenpoint,40.72532,-73.93992,Entire home/apt,199,30,8,2018-07-17,0.14,52,308
2075471,Big room in Greenpoint.,10607636,Brandon,Brooklyn,Greenpoint,40.73397,-73.95442,Private room,54,4,4,2014-05-20,0.06,1,0
2075526,1 BR Apt in Park Slope Brooklyn,8109174,Katie And Matt,Brooklyn,Park Slope,40.66952,-73.98285,Entire home/apt,130,4,8,2016-12-30,0.12,1,0
2075600,Delicious & Airy Apt in Landmark Brownstone,5089,Subhana,Brooklyn,Bedford-Stuyvesant,40.68637,-73.9417,Entire home/apt,151,2,43,2019-07-01,0.65,1,220
2076101,Cozy 1BR in Morningside Heights,10610482,Robyn,Manhattan,Morningside Heights,40.81233,-73.96101,Entire home/apt,80,1,1,2016-03-20,0.02,1,0
2078687,Lower East Side Haven on Ludlow St,10621196,Kate,Manhattan,Lower East Side,40.71715,-73.98936,Entire home/apt,110,8,5,2016-01-06,0.07,1,333
2079686,Sunny apt with Backyard,7624316,Rebecca,Brooklyn,Bushwick,40.7018,-73.91823,Entire home/apt,60,3,14,2017-02-20,0.21,1,0
2079765,"Charming, sunny oasis",3389163,Nadine,Brooklyn,Bedford-Stuyvesant,40.68171,-73.92085,Entire home/apt,110,10,58,2019-06-03,0.92,1,282
2080709,Awesome Bedroom close to Manhattan!,4030621,Rob,Brooklyn,Greenpoint,40.73303,-73.95153,Private room,73,2,19,2016-01-05,0.28,1,0
2080861,Spacious 3BD/2BA - Parking Included,10630723,Nancy,Brooklyn,Bedford-Stuyvesant,40.69142,-73.93481,Entire home/apt,177,3,209,2019-06-26,3.11,2,237
2081177,Lovely Studio in New York City,542611,Robyn,Queens,Sunnyside,40.74409,-73.91868,Entire home/apt,90,14,6,2016-09-11,0.09,1,0
2081394,Apartment-NYC-LES-Lower East Side,2707940,Adrien,Manhattan,Lower East Side,40.71864,-73.98496,Entire home/apt,190,1,2,2015-07-13,0.04,1,0
2081408,Cozy Sun Drenched Crown Heights Apt,318435,Rose,Brooklyn,Crown Heights,40.66646,-73.93605,Entire home/apt,105,5,1,2015-01-08,0.02,1,0
2081850,"Huge, gorgeous apt in Harlem, NYC",1657228,Aktina,Manhattan,Harlem,40.81286,-73.94385,Entire home/apt,150,14,1,2014-01-13,0.01,1,35
2082328,Comfy & Spacious Room next to the Subway/Metro,9947836,Jenny,Bronx,Longwood,40.82347,-73.89495,Private room,65,4,26,2019-05-28,0.85,2,7
2082670,East Williamsburg Room near L train,10638597,Reid,Brooklyn,Williamsburg,40.70674,-73.94365,Private room,35,1,2,2016-06-01,0.03,1,0
2082694,Brand New 3BR Apartment,10638711,Corey,Brooklyn,Williamsburg,40.70958,-73.94287,Entire home/apt,700,3,1,2014-01-02,0.01,1,0
2083547,3 Bed/ 2 Bath Full Apt. BK Heights,4690301,Eric,Brooklyn,Brooklyn Heights,40.69134,-73.99334,Entire home/apt,185,2,10,2017-09-20,0.20,1,0
2083749,STYLISH NYC OASIS NEAR CENTRAL PARK,10643341,Rt,Manhattan,Upper West Side,40.80033,-73.96509,Entire home/apt,150,90,54,2019-01-10,0.86,1,153
2083791,Live like a native,14751,Chris,Brooklyn,Bedford-Stuyvesant,40.68773,-73.9452,Private room,100,1,0,,,1,220
2083824,Luxurious & Spacious 1 Bedroom Apt,10643695,Sam,Brooklyn,Williamsburg,40.71131,-73.96813,Entire home/apt,575,1,0,,,1,0
2084817,Huge Bedroom at Downtown Manhattan,2657134,Luna,Manhattan,Lower East Side,40.71044,-73.98756,Private room,128,1,16,2018-02-28,0.75,1,0
2085632,Private Deck 2 Bedroom+2 Bath East Village,10650502,Jeni,Manhattan,East Village,40.72247,-73.97923,Entire home/apt,299,28,92,2018-07-25,1.37,1,14
2086647,LES Sun Drenched w/ Balcony,10653693,Christina,Manhattan,Chinatown,40.71651,-73.99053,Entire home/apt,169,3,2,2015-05-19,0.03,1,0
2087226,Penthouse With Private Roof Deck,1763458,Patrick,Manhattan,East Village,40.72864,-73.98216,Private room,109,7,130,2019-07-03,3.38,1,78
2087524,Private Parlour Floor,10656683,Lorna,Brooklyn,Clinton Hill,40.68041,-73.95838,Entire home/apt,99,4,74,2019-06-11,1.93,1,261
2087663,"Chic, neat & cozy small 1 BR Apt",10657268,Boryana,Queens,Astoria,40.76165,-73.92179,Entire home/apt,130,5,0,,,1,0
2087970,West Village Wonder -spacious 1 bed,10658486,Owen,Manhattan,West Village,40.73552,-74.00716,Entire home/apt,239,4,52,2019-06-26,0.82,1,84
2088389,Entire Sun Drenched Apartment in Clinton Hill,234918,Mariya,Brooklyn,Clinton Hill,40.68476,-73.96672,Entire home/apt,100,30,17,2017-08-30,0.25,1,0
2088725,Beautiful renovated 1 bedroom Apt.,10661536,Edgar,Brooklyn,Gowanus,40.66983,-73.9904,Entire home/apt,124,4,52,2019-06-30,0.80,1,147
2089226,"SALE- 2 BEDS, IN PRIVATE BEDROOM NEAR MANHATTAN!",8452639,C S,Brooklyn,Flatbush,40.64717,-73.96189,Private room,69,1,64,2019-06-15,0.96,3,362
2089273,Williamsburg Luxury 1 Bedroom,8956323,Jayar,Brooklyn,Williamsburg,40.70867,-73.94799,Entire home/apt,180,2,0,,,1,0
2089492,Sunny 1 Bedroom Apt in Williamsburg,1104548,Kimberly,Brooklyn,Williamsburg,40.71371,-73.96236,Entire home/apt,225,2,28,2018-10-31,0.55,1,0
2089712,Spacious 1-BR Midtown West,10666587,Kevin,Manhattan,Hell's Kitchen,40.75774,-73.99371,Entire home/apt,119,2,3,2015-12-14,0.04,1,0
2089745,GREAT in CHELSEA:  JUST SEE REVIEWS,10661984,Joseph,Manhattan,Chelsea,40.74611,-74.00014,Entire home/apt,220,7,55,2019-06-04,1.12,1,13
2091204,Spacious and bright Bedroom,10672341,Emily,Brooklyn,Crown Heights,40.66876,-73.95633,Entire home/apt,150,4,6,2019-05-09,0.10,2,0
2091483,Large BR in a 3BR apartment,2529788,Cagil,Brooklyn,Prospect Heights,40.67321,-73.96514,Private room,75,1,0,,,1,188
2092588,Staying in Greenpoint/Williamsburg!,10677584,Angelina,Brooklyn,Greenpoint,40.73408,-73.95601,Private room,51,3,19,2018-01-23,0.32,4,0
2092611,"Bright & cozy, private UES studio",10662294,Daria,Manhattan,Upper East Side,40.77519,-73.95688,Entire home/apt,150,9,9,2017-09-05,0.13,1,0
2093035,"Modern & Artsy, Awesome Location",10099888,Enrique,Brooklyn,Williamsburg,40.71243,-73.95873,Private room,91,1,9,2016-07-04,0.14,1,0
2093064,"Sunny Chelsea 1 B.R. Hi Line, Washer/Dryer, 3 Beds",7245581,Michael,Manhattan,Chelsea,40.74978,-73.99686,Entire home/apt,139,90,20,2018-12-15,0.31,19,219
2093304,Hidden gem in Fort Greene,9791461,Brian,Brooklyn,Fort Greene,40.69286,-73.96993,Entire home/apt,100,4,45,2019-01-03,1.01,1,190
2093455,Nice bedroom,6471461,Robert,Queens,Ridgewood,40.70716,-73.89906,Private room,60,1,275,2019-07-05,4.64,2,329
2094213,Large Stylish 1.5 BR Noho/Nolita,10642609,Laura,Manhattan,NoHo,40.72477,-73.99323,Entire home/apt,255,2,8,2017-01-02,0.12,1,0
2095959,Big Sunlit Studio - Nice Bed - 18 min to Manhattan,10692401,Jp,Queens,Sunnyside,40.74409,-73.92471,Entire home/apt,94,7,27,2016-08-28,0.40,1,0
2096581,SUNNY APARTMENT DOWNTOWN!,10694601,Gill,Manhattan,East Village,40.72287,-73.98462,Entire home/apt,179,2,21,2016-10-10,0.31,1,0
